call_id,selected_domain,raw_domain,gender,accent,duration_seconds,duration_minutes,is_over_5_minutes,audio_path
APPTEK_BANKING_0072,banking,banking,female,en-US_General,550.0,9.17,True,data/processed/apptek_selected_domains/audio/APPTEK_BANKING_0072.wav
APPTEK_BANKING_0073,banking,banking,male,en-US_General,406.769,6.78,True,data/processed/apptek_selected_domains/audio/APPTEK_BANKING_0073.wav
APPTEK_BANKING_0074,banking,banking,female,en-US_General,406.769,6.78,True,data/processed/apptek_selected_domains/audio/APPTEK_BANKING_0074.wav
APPTEK_BANKING_0075,banking,banking,female,en-US_General,709.947,11.83,True,data/processed/apptek_selected_domains/audio/APPTEK_BANKING_0075.wav
APPTEK_BANKING_0076,banking,banking,female,en-US_General,709.947,11.83,True,data/processed/apptek_selected_domains/audio/APPTEK_BANKING_0076.wav
APPTEK_BANKING_0077,banking,banking,female,en-US_General,784.092,13.07,True,data/processed/apptek_selected_domains/audio/APPTEK_BANKING_0077.wav
APPTEK_BANKING_0078,banking,banking,female,en-US_General,784.092,13.07,True,data/processed/apptek_selected_domains/audio/APPTEK_BANKING_0078.wav
APPTEK_BANKING_0079,banking,banking,female,en-US_General,851.803,14.2,True,data/processed/apptek_selected_domains/audio/APPTEK_BANKING_0079.wav
APPTEK_BANKING_0080,banking,banking,male,en-US_General,851.803,14.2,True,data/processed/apptek_selected_domains/audio/APPTEK_BANKING_0080.wav
APPTEK_HEALTHCARE_0053,healthcare,health,female,en-US_General,282.248,4.7,False,data/processed/apptek_selected_domains/audio/APPTEK_HEALTHCARE_0053.wav
APPTEK_HEALTHCARE_0054,healthcare,health,female,en-US_General,282.247,4.7,False,data/processed/apptek_selected_domains/audio/APPTEK_HEALTHCARE_0054.wav
APPTEK_HEALTHCARE_0055,healthcare,health,male,en-US_General,389.788,6.5,True,data/processed/apptek_selected_domains/audio/APPTEK_HEALTHCARE_0055.wav
APPTEK_HEALTHCARE_0056,healthcare,health,female,en-US_General,389.788,6.5,True,data/processed/apptek_selected_domains/audio/APPTEK_HEALTHCARE_0056.wav
APPTEK_HEALTHCARE_0057,healthcare,health,female,en-US_General,657.332,10.96,True,data/processed/apptek_selected_domains/audio/APPTEK_HEALTHCARE_0057.wav
APPTEK_HEALTHCARE_0058,healthcare,health,female,en-US_General,657.331,10.96,True,data/processed/apptek_selected_domains/audio/APPTEK_HEALTHCARE_0058.wav
APPTEK_HEALTHCARE_0059,healthcare,health,female,en-US_General,706.478,11.77,True,data/processed/apptek_selected_domains/audio/APPTEK_HEALTHCARE_0059.wav
APPTEK_HEALTHCARE_0060,healthcare,health,male,en-US_General,706.479,11.77,True,data/processed/apptek_selected_domains/audio/APPTEK_HEALTHCARE_0060.wav
APPTEK_TELECOMMUNICATIONS_0047,telecommunications,telecom,female,en-US_General,915.745,15.26,True,data/processed/apptek_selected_domains/audio/APPTEK_TELECOMMUNICATIONS_0047.wav
APPTEK_TELECOMMUNICATIONS_0048,telecommunications,telecom,male,en-US_General,915.745,15.26,True,data/processed/apptek_selected_domains/audio/APPTEK_TELECOMMUNICATIONS_0048.wav
APPTEK_TELECOMMUNICATIONS_0049,telecommunications,telecom,male,en-US_General,374.439,6.24,True,data/processed/apptek_selected_domains/audio/APPTEK_TELECOMMUNICATIONS_0049.wav
APPTEK_TELECOMMUNICATIONS_0050,telecommunications,telecom,female,en-US_General,374.438,6.24,True,data/processed/apptek_selected_domains/audio/APPTEK_TELECOMMUNICATIONS_0050.wav
APPTEK_TELECOMMUNICATIONS_0051,telecommunications,telecom,female,en-US_General,648.907,10.82,True,data/processed/apptek_selected_domains/audio/APPTEK_TELECOMMUNICATIONS_0051.wav
APPTEK_TELECOMMUNICATIONS_0052,telecommunications,telecom,female,en-US_General,648.908,10.82,True,data/processed/apptek_selected_domains/audio/APPTEK_TELECOMMUNICATIONS_0052.wav
APPTEK_BANKING_0081,banking,banking,female,en-GB,512.101,8.54,True,data/processed/apptek_selected_domains/audio/APPTEK_BANKING_0081.wav
APPTEK_BANKING_0082,banking,banking,female,en-GB,512.101,8.54,True,data/processed/apptek_selected_domains/audio/APPTEK_BANKING_0082.wav
APPTEK_BANKING_0083,banking,banking,female,en-GB,446.866,7.45,True,data/processed/apptek_selected_domains/audio/APPTEK_BANKING_0083.wav
APPTEK_BANKING_0084,banking,banking,female,en-GB,446.866,7.45,True,data/processed/apptek_selected_domains/audio/APPTEK_BANKING_0084.wav
APPTEK_BANKING_0085,banking,banking,female,en-GB,670.376,11.17,True,data/processed/apptek_selected_domains/audio/APPTEK_BANKING_0085.wav
APPTEK_BANKING_0086,banking,banking,female,en-GB,670.376,11.17,True,data/processed/apptek_selected_domains/audio/APPTEK_BANKING_0086.wav
APPTEK_BANKING_0087,banking,banking,male,en-GB,663.564,11.06,True,data/processed/apptek_selected_domains/audio/APPTEK_BANKING_0087.wav
APPTEK_BANKING_0088,banking,banking,female,en-GB,663.564,11.06,True,data/processed/apptek_selected_domains/audio/APPTEK_BANKING_0088.wav
APPTEK_BANKING_0089,banking,banking,female,en-GB,981.415,16.36,True,data/processed/apptek_selected_domains/audio/APPTEK_BANKING_0089.wav
APPTEK_BANKING_0090,banking,banking,female,en-GB,981.416,16.36,True,data/processed/apptek_selected_domains/audio/APPTEK_BANKING_0090.wav
APPTEK_HEALTHCARE_0061,healthcare,health,female,en-GB,461.378,7.69,True,data/processed/apptek_selected_domains/audio/APPTEK_HEALTHCARE_0061.wav
APPTEK_HEALTHCARE_0062,healthcare,health,female,en-GB,461.378,7.69,True,data/processed/apptek_selected_domains/audio/APPTEK_HEALTHCARE_0062.wav
APPTEK_HEALTHCARE_0063,healthcare,health,female,en-GB,410.735,6.85,True,data/processed/apptek_selected_domains/audio/APPTEK_HEALTHCARE_0063.wav
APPTEK_HEALTHCARE_0064,healthcare,health,female,en-GB,410.734,6.85,True,data/processed/apptek_selected_domains/audio/APPTEK_HEALTHCARE_0064.wav
APPTEK_HEALTHCARE_0065,healthcare,health,male,en-GB,642.117,10.7,True,data/processed/apptek_selected_domains/audio/APPTEK_HEALTHCARE_0065.wav
APPTEK_HEALTHCARE_0066,healthcare,health,female,en-GB,642.117,10.7,True,data/processed/apptek_selected_domains/audio/APPTEK_HEALTHCARE_0066.wav
APPTEK_HEALTHCARE_0067,healthcare,health,female,en-GB,925.325,15.42,True,data/processed/apptek_selected_domains/audio/APPTEK_HEALTHCARE_0067.wav
APPTEK_HEALTHCARE_0068,healthcare,health,female,en-GB,925.324,15.42,True,data/processed/apptek_selected_domains/audio/APPTEK_HEALTHCARE_0068.wav
APPTEK_TELECOMMUNICATIONS_0053,telecommunications,telecom,female,en-GB,404.377,6.74,True,data/processed/apptek_selected_domains/audio/APPTEK_TELECOMMUNICATIONS_0053.wav
APPTEK_TELECOMMUNICATIONS_0054,telecommunications,telecom,female,en-GB,404.377,6.74,True,data/processed/apptek_selected_domains/audio/APPTEK_TELECOMMUNICATIONS_0054.wav
APPTEK_TELECOMMUNICATIONS_0055,telecommunications,telecom,female,en-GB,525.643,8.76,True,data/processed/apptek_selected_domains/audio/APPTEK_TELECOMMUNICATIONS_0055.wav
APPTEK_TELECOMMUNICATIONS_0056,telecommunications,telecom,female,en-GB,525.644,8.76,True,data/processed/apptek_selected_domains/audio/APPTEK_TELECOMMUNICATIONS_0056.wav
APPTEK_BANKING_0091,banking,banking,female,en-SG,723.565,12.06,True,data/processed/apptek_selected_domains/audio/APPTEK_BANKING_0091.wav
APPTEK_BANKING_0092,banking,banking,male,en-SG,723.565,12.06,True,data/processed/apptek_selected_domains/audio/APPTEK_BANKING_0092.wav
APPTEK_BANKING_0093,banking,banking,female,en-SG,351.613,5.86,True,data/processed/apptek_selected_domains/audio/APPTEK_BANKING_0093.wav
APPTEK_BANKING_0094,banking,banking,male,en-SG,351.614,5.86,True,data/processed/apptek_selected_domains/audio/APPTEK_BANKING_0094.wav
APPTEK_BANKING_0095,banking,banking,male,en-SG,648.572,10.81,True,data/processed/apptek_selected_domains/audio/APPTEK_BANKING_0095.wav
APPTEK_BANKING_0096,banking,banking,female,en-SG,648.572,10.81,True,data/processed/apptek_selected_domains/audio/APPTEK_BANKING_0096.wav
APPTEK_BANKING_0097,banking,banking,female,en-SG,619.362,10.32,True,data/processed/apptek_selected_domains/audio/APPTEK_BANKING_0097.wav
APPTEK_BANKING_0098,banking,banking,male,en-SG,619.362,10.32,True,data/processed/apptek_selected_domains/audio/APPTEK_BANKING_0098.wav
APPTEK_HEALTHCARE_0069,healthcare,health,female,en-SG,330.774,5.51,True,data/processed/apptek_selected_domains/audio/APPTEK_HEALTHCARE_0069.wav
APPTEK_HEALTHCARE_0070,healthcare,health,male,en-SG,330.773,5.51,True,data/processed/apptek_selected_domains/audio/APPTEK_HEALTHCARE_0070.wav
APPTEK_HEALTHCARE_0071,healthcare,health,male,en-SG,588.638,9.81,True,data/processed/apptek_selected_domains/audio/APPTEK_HEALTHCARE_0071.wav
APPTEK_HEALTHCARE_0072,healthcare,health,female,en-SG,588.639,9.81,True,data/processed/apptek_selected_domains/audio/APPTEK_HEALTHCARE_0072.wav
APPTEK_HEALTHCARE_0073,healthcare,health,female,en-SG,860.45,14.34,True,data/processed/apptek_selected_domains/audio/APPTEK_HEALTHCARE_0073.wav
APPTEK_HEALTHCARE_0074,healthcare,health,male,en-SG,860.45,14.34,True,data/processed/apptek_selected_domains/audio/APPTEK_HEALTHCARE_0074.wav
APPTEK_TELECOMMUNICATIONS_0057,telecommunications,telecom,female,en-SG,888.0,14.8,True,data/processed/apptek_selected_domains/audio/APPTEK_TELECOMMUNICATIONS_0057.wav
APPTEK_TELECOMMUNICATIONS_0058,telecommunications,telecom,male,en-SG,888.0,14.8,True,data/processed/apptek_selected_domains/audio/APPTEK_TELECOMMUNICATIONS_0058.wav
APPTEK_TELECOMMUNICATIONS_0059,telecommunications,telecom,female,en-SG,479.294,7.99,True,data/processed/apptek_selected_domains/audio/APPTEK_TELECOMMUNICATIONS_0059.wav
APPTEK_TELECOMMUNICATIONS_0060,telecommunications,telecom,male,en-SG,479.293,7.99,True,data/processed/apptek_selected_domains/audio/APPTEK_TELECOMMUNICATIONS_0060.wav
APPTEK_TELECOMMUNICATIONS_0061,telecommunications,telecom,male,en-SG,700.91,11.68,True,data/processed/apptek_selected_domains/audio/APPTEK_TELECOMMUNICATIONS_0061.wav
APPTEK_TELECOMMUNICATIONS_0062,telecommunications,telecom,female,en-SG,700.911,11.68,True,data/processed/apptek_selected_domains/audio/APPTEK_TELECOMMUNICATIONS_0062.wav
APPTEK_BANKING_0099,banking,banking,female,en-MX,686.932,11.45,True,data/processed/apptek_selected_domains/audio/APPTEK_BANKING_0099.wav
APPTEK_BANKING_0100,banking,banking,female,en-MX,686.932,11.45,True,data/processed/apptek_selected_domains/audio/APPTEK_BANKING_0100.wav
APPTEK_BANKING_0101,banking,banking,male,en-MX,486.98,8.12,True,data/processed/apptek_selected_domains/audio/APPTEK_BANKING_0101.wav
APPTEK_BANKING_0102,banking,banking,female,en-MX,486.98,8.12,True,data/processed/apptek_selected_domains/audio/APPTEK_BANKING_0102.wav
APPTEK_BANKING_0103,banking,banking,female,en-MX,627.288,10.45,True,data/processed/apptek_selected_domains/audio/APPTEK_BANKING_0103.wav
APPTEK_BANKING_0104,banking,banking,female,en-MX,627.287,10.45,True,data/processed/apptek_selected_domains/audio/APPTEK_BANKING_0104.wav
APPTEK_BANKING_0105,banking,banking,male,en-MX,671.121,11.19,True,data/processed/apptek_selected_domains/audio/APPTEK_BANKING_0105.wav
APPTEK_BANKING_0106,banking,banking,male,en-MX,671.121,11.19,True,data/processed/apptek_selected_domains/audio/APPTEK_BANKING_0106.wav
APPTEK_BANKING_0107,banking,banking,male,en-MX,400.809,6.68,True,data/processed/apptek_selected_domains/audio/APPTEK_BANKING_0107.wav
APPTEK_BANKING_0108,banking,banking,male,en-MX,400.809,6.68,True,data/processed/apptek_selected_domains/audio/APPTEK_BANKING_0108.wav
APPTEK_HEALTHCARE_0075,healthcare,health,female,en-MX,466.274,7.77,True,data/processed/apptek_selected_domains/audio/APPTEK_HEALTHCARE_0075.wav
APPTEK_HEALTHCARE_0076,healthcare,health,female,en-MX,466.274,7.77,True,data/processed/apptek_selected_domains/audio/APPTEK_HEALTHCARE_0076.wav
APPTEK_HEALTHCARE_0077,healthcare,health,male,en-MX,652.813,10.88,True,data/processed/apptek_selected_domains/audio/APPTEK_HEALTHCARE_0077.wav
APPTEK_HEALTHCARE_0078,healthcare,health,female,en-MX,652.813,10.88,True,data/processed/apptek_selected_domains/audio/APPTEK_HEALTHCARE_0078.wav
APPTEK_HEALTHCARE_0079,healthcare,health,female,en-MX,632.409,10.54,True,data/processed/apptek_selected_domains/audio/APPTEK_HEALTHCARE_0079.wav
APPTEK_HEALTHCARE_0080,healthcare,health,female,en-MX,632.409,10.54,True,data/processed/apptek_selected_domains/audio/APPTEK_HEALTHCARE_0080.wav
APPTEK_HEALTHCARE_0081,healthcare,health,male,en-MX,691.35,11.52,True,data/processed/apptek_selected_domains/audio/APPTEK_HEALTHCARE_0081.wav
APPTEK_HEALTHCARE_0082,healthcare,health,male,en-MX,691.35,11.52,True,data/processed/apptek_selected_domains/audio/APPTEK_HEALTHCARE_0082.wav
APPTEK_HEALTHCARE_0083,healthcare,health,male,en-MX,404.051,6.73,True,data/processed/apptek_selected_domains/audio/APPTEK_HEALTHCARE_0083.wav
APPTEK_HEALTHCARE_0084,healthcare,health,male,en-MX,404.052,6.73,True,data/processed/apptek_selected_domains/audio/APPTEK_HEALTHCARE_0084.wav
APPTEK_TELECOMMUNICATIONS_0063,telecommunications,telecom,male,en-MX,677.618,11.29,True,data/processed/apptek_selected_domains/audio/APPTEK_TELECOMMUNICATIONS_0063.wav
APPTEK_TELECOMMUNICATIONS_0064,telecommunications,telecom,male,en-MX,677.619,11.29,True,data/processed/apptek_selected_domains/audio/APPTEK_TELECOMMUNICATIONS_0064.wav
APPTEK_TELECOMMUNICATIONS_0065,telecommunications,telecom,male,en-MX,605.12,10.09,True,data/processed/apptek_selected_domains/audio/APPTEK_TELECOMMUNICATIONS_0065.wav
APPTEK_TELECOMMUNICATIONS_0066,telecommunications,telecom,male,en-MX,605.119,10.09,True,data/processed/apptek_selected_domains/audio/APPTEK_TELECOMMUNICATIONS_0066.wav
APPTEK_BANKING_0109,banking,banking,female,en-US_Southern,388.131,6.47,True,data/processed/apptek_selected_domains/audio/APPTEK_BANKING_0109.wav
APPTEK_BANKING_0110,banking,banking,female,en-US_Southern,388.13,6.47,True,data/processed/apptek_selected_domains/audio/APPTEK_BANKING_0110.wav
APPTEK_BANKING_0111,banking,banking,female,en-US_Southern,515.985,8.6,True,data/processed/apptek_selected_domains/audio/APPTEK_BANKING_0111.wav
APPTEK_BANKING_0112,banking,banking,male,en-US_Southern,515.984,8.6,True,data/processed/apptek_selected_domains/audio/APPTEK_BANKING_0112.wav
APPTEK_BANKING_0113,banking,banking,female,en-US_Southern,1182.52,19.71,True,data/processed/apptek_selected_domains/audio/APPTEK_BANKING_0113.wav
APPTEK_BANKING_0114,banking,banking,female,en-US_Southern,1182.521,19.71,True,data/processed/apptek_selected_domains/audio/APPTEK_BANKING_0114.wav
APPTEK_BANKING_0115,banking,banking,female,en-US_Southern,573.889,9.56,True,data/processed/apptek_selected_domains/audio/APPTEK_BANKING_0115.wav
APPTEK_BANKING_0116,banking,banking,male,en-US_Southern,573.889,9.56,True,data/processed/apptek_selected_domains/audio/APPTEK_BANKING_0116.wav
APPTEK_HEALTHCARE_0085,healthcare,health,female,en-US_Southern,441.256,7.35,True,data/processed/apptek_selected_domains/audio/APPTEK_HEALTHCARE_0085.wav
APPTEK_HEALTHCARE_0086,healthcare,health,female,en-US_Southern,441.256,7.35,True,data/processed/apptek_selected_domains/audio/APPTEK_HEALTHCARE_0086.wav
APPTEK_HEALTHCARE_0087,healthcare,health,female,en-US_Southern,431.166,7.19,True,data/processed/apptek_selected_domains/audio/APPTEK_HEALTHCARE_0087.wav
APPTEK_HEALTHCARE_0088,healthcare,health,male,en-US_Southern,431.166,7.19,True,data/processed/apptek_selected_domains/audio/APPTEK_HEALTHCARE_0088.wav
APPTEK_HEALTHCARE_0089,healthcare,health,female,en-US_Southern,923.461,15.39,True,data/processed/apptek_selected_domains/audio/APPTEK_HEALTHCARE_0089.wav
APPTEK_HEALTHCARE_0090,healthcare,health,female,en-US_Southern,923.461,15.39,True,data/processed/apptek_selected_domains/audio/APPTEK_HEALTHCARE_0090.wav
APPTEK_HEALTHCARE_0091,healthcare,health,female,en-US_Southern,689.21,11.49,True,data/processed/apptek_selected_domains/audio/APPTEK_HEALTHCARE_0091.wav
APPTEK_HEALTHCARE_0092,healthcare,health,male,en-US_Southern,689.21,11.49,True,data/processed/apptek_selected_domains/audio/APPTEK_HEALTHCARE_0092.wav
APPTEK_TELECOMMUNICATIONS_0067,telecommunications,telecom,female,en-US_Southern,619.339,10.32,True,data/processed/apptek_selected_domains/audio/APPTEK_TELECOMMUNICATIONS_0067.wav
APPTEK_TELECOMMUNICATIONS_0068,telecommunications,telecom,female,en-US_Southern,619.34,10.32,True,data/processed/apptek_selected_domains/audio/APPTEK_TELECOMMUNICATIONS_0068.wav
APPTEK_TELECOMMUNICATIONS_0069,telecommunications,telecom,female,en-US_Southern,578.073,9.63,True,data/processed/apptek_selected_domains/audio/APPTEK_TELECOMMUNICATIONS_0069.wav
APPTEK_TELECOMMUNICATIONS_0070,telecommunications,telecom,male,en-US_Southern,578.072,9.63,True,data/processed/apptek_selected_domains/audio/APPTEK_TELECOMMUNICATIONS_0070.wav
APPTEK_BANKING_0117,banking,banking,female,en-AU,420.0,7.0,True,data/processed/apptek_selected_domains/audio/APPTEK_BANKING_0117.wav
APPTEK_BANKING_0118,banking,banking,female,en-AU,420.0,7.0,True,data/processed/apptek_selected_domains/audio/APPTEK_BANKING_0118.wav
APPTEK_BANKING_0119,banking,banking,male,en-AU,633.177,10.55,True,data/processed/apptek_selected_domains/audio/APPTEK_BANKING_0119.wav
APPTEK_BANKING_0120,banking,banking,female,en-AU,633.177,10.55,True,data/processed/apptek_selected_domains/audio/APPTEK_BANKING_0120.wav
APPTEK_BANKING_0121,banking,banking,female,en-AU,914.521,15.24,True,data/processed/apptek_selected_domains/audio/APPTEK_BANKING_0121.wav
APPTEK_BANKING_0122,banking,banking,female,en-AU,914.521,15.24,True,data/processed/apptek_selected_domains/audio/APPTEK_BANKING_0122.wav
APPTEK_HEALTHCARE_0093,healthcare,health,male,en-AU,809.618,13.49,True,data/processed/apptek_selected_domains/audio/APPTEK_HEALTHCARE_0093.wav
APPTEK_HEALTHCARE_0094,healthcare,health,male,en-AU,809.618,13.49,True,data/processed/apptek_selected_domains/audio/APPTEK_HEALTHCARE_0094.wav
APPTEK_HEALTHCARE_0095,healthcare,health,female,en-AU,422.0,7.03,True,data/processed/apptek_selected_domains/audio/APPTEK_HEALTHCARE_0095.wav
APPTEK_HEALTHCARE_0096,healthcare,health,female,en-AU,422.0,7.03,True,data/processed/apptek_selected_domains/audio/APPTEK_HEALTHCARE_0096.wav
APPTEK_HEALTHCARE_0097,healthcare,health,male,en-AU,628.122,10.47,True,data/processed/apptek_selected_domains/audio/APPTEK_HEALTHCARE_0097.wav
APPTEK_HEALTHCARE_0098,healthcare,health,female,en-AU,628.121,10.47,True,data/processed/apptek_selected_domains/audio/APPTEK_HEALTHCARE_0098.wav
APPTEK_HEALTHCARE_0099,healthcare,health,male,en-AU,491.348,8.19,True,data/processed/apptek_selected_domains/audio/APPTEK_HEALTHCARE_0099.wav
APPTEK_HEALTHCARE_0100,healthcare,health,female,en-AU,491.349,8.19,True,data/processed/apptek_selected_domains/audio/APPTEK_HEALTHCARE_0100.wav
APPTEK_HEALTHCARE_0101,healthcare,health,female,en-AU,914.292,15.24,True,data/processed/apptek_selected_domains/audio/APPTEK_HEALTHCARE_0101.wav
APPTEK_HEALTHCARE_0102,healthcare,health,female,en-AU,914.293,15.24,True,data/processed/apptek_selected_domains/audio/APPTEK_HEALTHCARE_0102.wav
APPTEK_HEALTHCARE_0103,healthcare,health,female,en-AU,562.108,9.37,True,data/processed/apptek_selected_domains/audio/APPTEK_HEALTHCARE_0103.wav
APPTEK_HEALTHCARE_0104,healthcare,health,female,en-AU,562.108,9.37,True,data/processed/apptek_selected_domains/audio/APPTEK_HEALTHCARE_0104.wav
APPTEK_TELECOMMUNICATIONS_0071,telecommunications,telecom,female,en-AU,436.0,7.27,True,data/processed/apptek_selected_domains/audio/APPTEK_TELECOMMUNICATIONS_0071.wav
APPTEK_TELECOMMUNICATIONS_0072,telecommunications,telecom,female,en-AU,436.0,7.27,True,data/processed/apptek_selected_domains/audio/APPTEK_TELECOMMUNICATIONS_0072.wav
APPTEK_TELECOMMUNICATIONS_0073,telecommunications,telecom,male,en-AU,627.202,10.45,True,data/processed/apptek_selected_domains/audio/APPTEK_TELECOMMUNICATIONS_0073.wav
APPTEK_TELECOMMUNICATIONS_0074,telecommunications,telecom,female,en-AU,627.203,10.45,True,data/processed/apptek_selected_domains/audio/APPTEK_TELECOMMUNICATIONS_0074.wav
APPTEK_BANKING_0123,banking,banking,male,en-GB_SCT,800.311,13.34,True,data/processed/apptek_selected_domains/audio/APPTEK_BANKING_0123.wav
APPTEK_BANKING_0124,banking,banking,female,en-GB_SCT,800.311,13.34,True,data/processed/apptek_selected_domains/audio/APPTEK_BANKING_0124.wav
APPTEK_BANKING_0125,banking,banking,female,en-GB_SCT,540.0,9.0,True,data/processed/apptek_selected_domains/audio/APPTEK_BANKING_0125.wav
APPTEK_BANKING_0126,banking,banking,male,en-GB_SCT,540.0,9.0,True,data/processed/apptek_selected_domains/audio/APPTEK_BANKING_0126.wav
APPTEK_BANKING_0127,banking,banking,female,en-GB_SCT,854.652,14.24,True,data/processed/apptek_selected_domains/audio/APPTEK_BANKING_0127.wav
APPTEK_BANKING_0128,banking,banking,female,en-GB_SCT,854.652,14.24,True,data/processed/apptek_selected_domains/audio/APPTEK_BANKING_0128.wav
APPTEK_HEALTHCARE_0105,healthcare,health,male,en-GB_SCT,668.147,11.14,True,data/processed/apptek_selected_domains/audio/APPTEK_HEALTHCARE_0105.wav
APPTEK_HEALTHCARE_0106,healthcare,health,female,en-GB_SCT,668.146,11.14,True,data/processed/apptek_selected_domains/audio/APPTEK_HEALTHCARE_0106.wav
APPTEK_HEALTHCARE_0107,healthcare,health,male,en-GB_SCT,346.532,5.78,True,data/processed/apptek_selected_domains/audio/APPTEK_HEALTHCARE_0107.wav
APPTEK_HEALTHCARE_0108,healthcare,health,male,en-GB_SCT,346.531,5.78,True,data/processed/apptek_selected_domains/audio/APPTEK_HEALTHCARE_0108.wav
APPTEK_HEALTHCARE_0109,healthcare,health,female,en-GB_SCT,626.079,10.43,True,data/processed/apptek_selected_domains/audio/APPTEK_HEALTHCARE_0109.wav
APPTEK_HEALTHCARE_0110,healthcare,health,female,en-GB_SCT,626.078,10.43,True,data/processed/apptek_selected_domains/audio/APPTEK_HEALTHCARE_0110.wav
APPTEK_HEALTHCARE_0111,healthcare,health,female,en-GB_SCT,361.27,6.02,True,data/processed/apptek_selected_domains/audio/APPTEK_HEALTHCARE_0111.wav
APPTEK_HEALTHCARE_0112,healthcare,health,female,en-GB_SCT,361.269,6.02,True,data/processed/apptek_selected_domains/audio/APPTEK_HEALTHCARE_0112.wav
APPTEK_HEALTHCARE_0113,healthcare,health,female,en-GB_SCT,439.734,7.33,True,data/processed/apptek_selected_domains/audio/APPTEK_HEALTHCARE_0113.wav
APPTEK_HEALTHCARE_0114,healthcare,health,female,en-GB_SCT,439.734,7.33,True,data/processed/apptek_selected_domains/audio/APPTEK_HEALTHCARE_0114.wav
APPTEK_TELECOMMUNICATIONS_0075,telecommunications,telecom,female,en-GB_SCT,775.334,12.92,True,data/processed/apptek_selected_domains/audio/APPTEK_TELECOMMUNICATIONS_0075.wav
APPTEK_TELECOMMUNICATIONS_0076,telecommunications,telecom,male,en-GB_SCT,775.333,12.92,True,data/processed/apptek_selected_domains/audio/APPTEK_TELECOMMUNICATIONS_0076.wav
APPTEK_TELECOMMUNICATIONS_0077,telecommunications,telecom,female,en-GB_SCT,387.98,6.47,True,data/processed/apptek_selected_domains/audio/APPTEK_TELECOMMUNICATIONS_0077.wav
APPTEK_TELECOMMUNICATIONS_0078,telecommunications,telecom,male,en-GB_SCT,387.98,6.47,True,data/processed/apptek_selected_domains/audio/APPTEK_TELECOMMUNICATIONS_0078.wav
APPTEK_TELECOMMUNICATIONS_0079,telecommunications,telecom,female,en-GB_SCT,842.325,14.04,True,data/processed/apptek_selected_domains/audio/APPTEK_TELECOMMUNICATIONS_0079.wav
APPTEK_TELECOMMUNICATIONS_0080,telecommunications,telecom,female,en-GB_SCT,842.325,14.04,True,data/processed/apptek_selected_domains/audio/APPTEK_TELECOMMUNICATIONS_0080.wav
